season,fthg,ftag,odd_h,odd_d,odd_a,target
2016,1,0,3.3,3.34,2.96,11
2016,0,0,2.57,3.3,3.44,10
2016,3,3,3.38,3.2,2.71,10
2016,3,0,2.18,3.44,3.98,13
2016,2,1,1.85,3.9,6.67,11
2016,1,2,3.1,3.18,3.3,9
2016,1,4,1.78,3.84,5.7,7
2016,2,3,3.2,3.36,2.65,9
2016,2,1,2.06,3.7,4.5,11
2016,2,0,3.57,3.5,2.38,12
2016,0,1,1.93,3.35,5.8,9
2016,2,3,3.25,3.44,2.55,9
2016,2,0,2.14,3.3,4.3,12
2016,0,0,1.55,4.8,8.2,10
2016,1,1,2.69,3.32,3.14,10
2016,1,2,2.38,3.6,3.46,9
2016,1,1,2.32,3.52,3.78,10
2016,1,0,1.62,4.3,7.25,11
2016,2,1,4.82,4.1,1.91,11
2016,2,0,2.95,3.55,2.69,12
2016,0,1,2.71,3.3,3.2,9
2016,0,2,2.15,3.48,4.1,8
2016,1,3,1.88,4,5.6,8
2016,2,2,2.52,3.82,2.92,10
2016,2,0,1.88,3.7,5.1,12
2016,3,1,2.59,3.28,3.2,12
2016,2,2,3.6,3.3,2.52,10
2016,1,0,2.67,3.62,3.1,11
2016,6,1,1.29,7.7,15,15
2016,1,1,2.25,3.4,4,10
2016,2,0,2.77,3.56,2.95,12
2016,1,2,2.1,3.4,4.25,9
2016,1,0,2.2,3.25,4.65,11
2016,3,0,2.31,3.46,3.65,13
2016,2,2,3.28,3.56,2.45,10
2016,0,1,2.95,3.29,2.86,9
2016,2,1,3.6,3.34,2.35,11
2016,1,0,2.75,3.4,3.14,11
2016,1,0,2.6,3.32,3.24,11
2016,0,3,1.8,4.1,5.2,7
2016,1,0,4.75,3.6,1.97,11
2016,1,1,1.46,5.5,8.5,10
2016,2,1,1.41,5.7,12,11
2016,3,0,1.76,3.82,6.1,13
2016,0,2,2.24,3.82,4.14,8
2016,5,1,1.64,4.85,7,14
2016,2,2,3,3.46,2.86,10
2016,0,4,3.25,3.54,2.5,6
2016,3,1,1.3,6.41,17,12
2016,2,4,4.9,3.73,1.93,8
2016,1,1,1.87,3.71,5.5,10
2016,3,2,2.84,3.37,2.82,11
2016,1,1,3.45,3.45,2.49,10
2016,3,0,2.11,3.92,3.96,13
2016,1,1,4.2,3.62,2.12,10
2016,3,1,2.25,3.46,3.76,12
2016,1,1,2.56,3.44,3.3,10
2016,2,0,1.38,6.05,13,12
2016,1,1,3.27,3.5,2.6,10
2016,0,2,7.3,5.06,1.58,8
2016,1,1,2.96,3.3,2.95,10
2016,3,0,1.13,13.5,34,13
2016,5,2,1.19,11,28,13
2016,2,1,2.06,3.8,4.2,11
2016,1,1,2.56,3.36,3.5,10
2016,1,2,2.05,3.5,5.2,9
2016,1,0,2.17,3.4,4,11
2016,2,0,1.5,4.5,10.5,12
2016,1,1,3.64,3.52,2.25,10
2016,0,1,18,8.6,1.24,9
2016,2,2,1.82,3.94,5.32,10
2016,0,1,2.83,3.32,3,9
2016,2,0,1.43,6.2,11,12
2016,0,2,10.33,5.6,1.4,8
2016,1,1,2.7,3.25,3.1,10
2016,1,3,2.28,3.43,3.7,8
2016,4,2,1.71,4.65,5.88,12
2016,1,3,2,3.84,4.3,8
2016,3,0,2.16,3.3,4.75,13
2016,0,3,3.34,3.55,2.43,7
2016,5,1,1.4,5.7,11,14
2016,0,0,4.7,3.98,1.97,10
2016,0,0,2.43,3.55,3.5,10
2016,3,1,1.5,4.9,9.4,12
2016,0,2,1.95,3.75,4.9,8
2016,0,3,7.2,4.65,1.65,7
2016,1,5,2.73,3.64,2.78,6
2016,3,0,1.7,4.25,7.4,13
2016,2,2,3.08,3.35,2.82,10
2016,0,0,3.46,3.35,2.57,10
2016,1,1,1.57,4.45,7.77,10
2016,3,0,1.95,3.6,5.2,13
2016,0,0,1.77,3.75,6.2,10
2016,0,2,4.5,3.36,2.13,8
2016,3,2,2.15,3.35,4.2,11
2016,4,0,2.37,3.3,3.72,14
2016,2,0,2.67,3.52,2.9,12
2016,2,1,3.3,3.45,2.5,11
2016,6,2,2.6,3.6,3.15,14
2016,0,1,2.78,3.4,3.04,9
2016,1,0,1.94,3.94,4.62,11
2016,1,1,2.45,3.44,3.35,10
2016,2,1,1.77,4.12,5.54,11
2016,1,4,2.15,3.56,4,7
2016,1,2,2.15,3.67,4.07,9
2016,0,1,1.9,3.84,4.8,9
2016,3,3,2.13,3.55,4.2,10
2016,0,1,2.03,3.7,4.75,9
2016,0,1,2.13,3.88,4.2,9
2016,3,0,1.78,4.05,6,13
2016,0,2,2,3.4,4.8,8
2016,3,0,2.33,3.78,3.9,13
2016,4,0,1.19,10.2,26,14
2016,2,1,4.3,3.9,2.05,11
2016,1,0,2.26,3.62,3.76,11
2016,0,2,2.15,3.5,4.2,8
2016,1,3,4.1,4,2.18,8
2016,2,0,2.88,3.36,2.85,12
2016,2,0,1.92,3.5,5.25,12
2016,1,2,2.3,3.4,4,9
2016,0,1,2,3.74,4.55,9
2016,1,1,3.8,3.45,2.26,10
2016,4,3,1.57,5,7,11
2016,2,0,2.42,3.46,3.52,12
2016,2,1,1.43,5.45,9,11
2016,0,1,4.7,3.85,1.92,9
2016,3,1,4.2,3.54,2.17,12
2016,0,0,2.8,3.2,3.25,10
2016,1,3,2.12,4,4,8
2016,0,1,2.67,3.4,3.12,9
2016,1,2,3.05,3.38,2.66,9
2016,1,2,2.8,3.64,2.83,9
2016,1,1,2.6,3.3,3.25,10
2016,1,1,2.51,3.41,3.25,10
2016,5,0,1.46,5.1,9.1,15
2016,4,1,1.39,5.5,12,13
2016,1,0,1.58,4.35,8.2,11
2016,3,0,2,3.58,4.45,13
2016,0,1,5.6,3.86,1.9,9
2016,0,0,2.72,3.4,3.04,10
2016,2,1,1.87,4,4.9,11
2016,0,0,4,3.55,2.24,10
2016,1,2,2.85,3.28,3.02,9
2016,1,1,2.17,3.6,3.94,10
2016,3,1,2.28,3.75,3.62,12
2016,0,4,2.94,3.18,2.88,6
2016,2,0,1.49,4.9,10,12
2016,3,0,2.71,3.45,3,13
2016,1,0,1.62,4.8,9,11
2016,2,1,1.64,4.12,6.9,11
2016,5,1,1.27,8,15,14
2016,1,5,3.68,3.56,2.28,6
2016,1,2,2.68,3.55,3,9
2016,0,1,3.55,3.36,2.55,9
2016,3,1,1.15,11.5,31,12
2016,4,1,2.16,3.56,4.1,13
2016,3,0,1.58,4.8,8.8,13
2016,0,1,5.6,3.78,1.85,9
2016,3,1,1.46,5.3,10.5,12
2016,1,0,1.78,3.8,5.9,11
2016,3,3,2.1,3.52,4.25,10
2016,2,1,3.25,3.44,2.58,11
2016,1,0,6.6,3.95,1.77,11
2016,0,2,5.5,4.05,1.83,8
2016,2,0,1.33,6.6,14.46,12
2016,2,1,2.58,3.4,3.28,11
2016,1,1,2.67,3.4,3.3,10
2016,0,1,6.5,4,1.72,9
2016,0,0,20,9,1.23,10
2016,1,1,6.2,3.8,1.78,10
2016,2,1,1.65,3.85,7.6,11
2016,0,0,4.6,3.6,2.12,10
2016,0,2,10,5.9,1.37,8
2016,1,1,1.89,3.8,5.4,10
2016,0,3,4.9,4.1,1.83,7
2016,2,1,1.35,7,14,11
2016,2,0,4.64,3.5,2.02,12
2016,1,1,2.22,3.5,4,10
2016,0,1,5.6,3.94,1.82,9
2016,3,0,1.57,4.45,8.1,13
2016,1,3,8.5,5.8,1.42,8
2016,3,1,1.14,12,37,12
2016,1,0,2.8,3.5,3,11
2016,0,0,2.49,3.52,3.32,10
2016,2,2,2.33,3.5,3.7,10
2016,2,3,3.08,3.45,2.7,9
2016,1,3,2.18,3.52,4.05,8
2016,2,1,3,3.72,2.75,11
2016,0,0,2.27,3.6,3.6,10
2016,2,1,2.32,3.64,3.7,11
2016,2,0,2.64,3.5,3.06,12
2016,1,0,3.15,3.27,2.62,11
2016,1,4,2.85,3.5,2.77,7
2016,2,3,2.73,3.54,3.02,9
2016,3,3,2.37,3.64,3.5,10
2016,3,0,1.74,4,6.5,13
2016,1,0,2.85,3.4,2.95,11
2016,1,0,1.77,3.7,6.4,11
2016,0,0,2.68,3.3,3.12,10
2016,3,0,2.96,3.21,2.94,13
2016,2,0,1.74,4.2,5.7,12
2016,1,3,2.1,3.52,4.1,8
2016,1,0,2.47,3.4,3.4,11
2016,1,1,2.26,3.42,4.1,10
2016,0,1,3.92,3.41,2.24,9
2016,0,0,5.51,4.05,1.82,10
2016,4,1,1.29,7.5,18,13
2016,0,0,2.52,3.44,3.52,10
2016,6,2,1.55,4.8,7.8,14
2016,1,3,3.6,3.59,2.34,8
2016,0,0,2.46,3.3,3.5,10
2016,1,2,2.15,3.5,4,9
2016,2,0,1.64,4.45,7.8,12
2016,1,1,2.34,3.44,3.7,10
2016,3,1,1.41,5.1,9.6,12
2016,0,1,2.5,3.44,3.4,9
2016,1,2,2.12,3.31,4.8,9
2016,0,2,3.46,3,2.85,8
2016,1,3,2.82,3.33,2.9,8
2016,2,0,2.9,3.32,2.99,12
2016,1,1,1.76,3.75,6.91,10
2016,2,1,1.98,3.8,4.5,11
2016,0,1,1.87,3.8,5.12,9
2016,0,1,4.85,4.1,1.85,9
2016,0,2,2.44,3.31,3.5,8
2016,1,0,2.68,3.55,3.16,11
2016,1,1,2.78,3.3,3.02,10
2016,4,1,1.72,4.15,6.5,13
2016,3,1,2.26,3.44,4,12
2016,4,0,1.17,14,30,14
2016,2,0,3.7,3.75,2.22,12
2016,1,2,1.6,4.5,7,9
2016,2,0,1.41,5.6,12,12
2016,1,0,4.6,3.72,2.12,11
2016,2,1,2.23,3.43,4,11
2016,1,2,1.98,3.5,5.25,9
2016,1,5,1.91,4.1,4.81,6
2016,1,1,2.8,3.22,3,10
2016,0,1,2.35,3.75,3.5,9
2016,0,0,1.75,3.88,5.9,10
2016,1,1,2.62,3.6,3.1,10
2016,0,0,1.71,4.1,6.1,10
2016,2,1,1.95,3.8,4.4,11
2016,2,1,2.54,3.2,3.66,11
2016,5,0,1.25,9,23.65,15
2016,0,0,2.25,3.8,3.45,10
2016,0,1,1.8,4.1,5.4,9
2016,3,1,2.61,3.32,3.25,12
2016,1,3,6.04,3.75,1.84,8
2016,2,1,1.55,4.8,8,11
2016,1,2,1.68,4.2,6.51,9
2016,3,0,1.34,6.4,11,13
2016,3,2,3.72,4.1,2.1,11
2016,2,0,2.14,3.6,4.1,12
2016,1,0,1.78,3.76,5.75,11
2016,0,0,8.9,5.3,1.47,10
2016,0,1,2.96,3.25,2.86,9
2016,1,1,1.85,4,5,10
2016,1,0,2.58,3.32,3.35,11
2016,1,2,2.31,3.7,3.55,9
2016,1,0,1.3,7,15,11
2016,2,2,4.1,3.64,2.28,10
2016,1,0,1.25,6.8,18.5,11
2016,0,2,5.05,3.7,1.94,8
2016,3,0,2.08,3.6,4.2,13
2016,3,2,1.38,6.7,10.1,11
2016,3,1,10.24,5.42,1.43,12
2016,3,0,4.25,3.54,2.27,13
2016,2,0,2.26,3.44,3.82,12
2016,0,3,3,3.7,2.62,7
2016,1,3,12,6.5,1.34,8
2016,4,0,1.73,4.05,5.75,14
2016,0,1,1.74,4,6.1,9
2016,0,4,2.6,3.85,2.9,6
2016,2,0,2.77,3.64,2.78,12
2016,1,3,4.5,3.9,1.94,8
2016,0,0,2.28,3.65,3.75,10
2016,2,0,3.5,3.6,2.28,12
2016,1,0,1.67,3.95,7.6,11
2016,1,0,1.83,3.75,6.23,11
2016,0,4,2.1,3.92,3.8,6
2016,1,0,1.52,5.25,9,11
2016,1,1,1.58,4.6,7.7,10
2016,1,2,4.25,3.4,2.13,9
2016,2,2,5.2,3.65,1.96,10
2016,3,1,2.17,3.4,4.2,12
2016,1,1,3.85,3.3,2.3,10
2016,6,0,1.75,4.2,5.6,16
2016,1,4,1.91,3.85,5,7
2016,1,2,8,4.5,1.55,9
2016,2,1,1.55,4.8,7.8,11
2016,2,2,2.31,3.45,4.1,10
2016,2,1,6.6,4.45,1.63,11
2016,2,0,2.46,3.3,3.55,12
2016,4,0,1.27,7.4,18.5,14
2016,2,1,2.25,3.44,3.94,11
2016,1,0,2.23,3.54,3.9,11
2016,0,3,2.28,3.4,3.8,7
2016,4,1,1.67,4.4,6.44,13
2016,2,2,1.62,4.2,7.6,10
2016,1,2,2.3,3.16,4.1,9
2016,1,0,2.15,3.6,4.05,11
2016,0,0,1.99,3.4,5.17,10
2016,0,2,2.62,3.4,3.08,8
2016,1,2,3.54,3.1,2.5,9
2016,0,1,7.11,4.15,1.71,9
2016,3,1,2.21,3.34,4.25,12
2016,0,1,2.94,3.3,2.87,9
2016,2,0,4.5,3.64,2.1,12
2016,1,1,1.56,4.69,9.3,10
2016,2,2,2.54,3.15,3.5,10
2016,1,1,1.64,4.2,7.25,10
2016,0,2,9.5,5.2,1.48,8
2016,1,1,2.5,3.6,3.35,10
2016,0,1,1.64,4.6,7.4,9
2016,2,4,1.66,4.5,7.19,8
2016,0,1,2.21,3.6,4,9
2016,0,0,3.34,3.34,2.7,10
2016,2,2,1.87,3.72,5.72,10
2016,4,1,1.12,15.05,51,13
2016,2,3,2.8,3.3,2.96,9
2016,2,0,1.76,3.75,6.6,12
2016,5,1,1.77,4.1,5.5,14
2016,2,0,3.1,3.3,2.65,12
2016,0,0,1.97,3.32,5.63,10
2016,2,1,1.47,5.35,8.3,11
2016,3,1,1.65,4.4,6.7,12
2016,1,0,1.35,5.7,13,11
2016,2,2,3.04,3.15,2.91,10
2016,4,1,1.64,4.23,6.9,13
2016,3,3,3.26,3.7,2.38,10
2016,1,1,3.34,3.58,2.46,10
2016,2,0,2.61,3.5,3.16,12
2016,2,1,2.25,3.75,3.62,11
2016,2,0,1.15,10.5,28.5,12
2016,3,3,2.75,3.8,2.71,10
2016,4,0,1.11,16,36,14
2016,4,0,2.95,3.3,2.9,14
2016,1,1,2.84,3.23,2.98,10
2016,1,3,2.41,3.5,3.45,8
2016,2,0,3.04,2.9,3.1,12
2016,0,2,2.47,3.36,3.46,8
2016,1,0,3.21,3.34,2.63,11
2016,1,1,2.2,3.4,4.1,10
2016,0,2,7.7,5.6,1.55,8
2016,1,1,1.75,4.35,5.3,10
2016,3,0,2.06,3.5,4.7,13
2016,0,0,2.8,3.45,2.96,10
2016,0,3,8.6,4.08,1.66,7
2016,0,0,3.3,3.6,2.44,10
2016,2,0,3.18,3.4,2.56,12
2016,1,1,7,4.55,1.71,10
2016,3,3,2.08,3.6,5,10
2016,1,0,1.55,4.6,8,11
2016,1,4,2.08,3.5,4.4,7
2016,1,0,1.81,4.5,5.1,11
2016,1,2,1.66,3.95,7,9
2016,3,2,2.76,3.4,2.94,11
2016,0,2,1.57,4.6,8.46,8
2016,4,1,1.27,8,12.19,13
2016,0,3,3.5,3.64,2.4,7
2016,2,3,2.53,3.2,3.56,9
2016,2,1,1.74,4.4,6.4,11
2016,1,1,4.1,3.44,2.21,10
2016,0,0,11.5,5,1.4,10
2016,0,0,2.3,3.84,4.49,10
2016,0,0,3.5,3.34,2.43,10
2016,1,0,3.12,3.28,2.72,11
2016,1,1,1.94,3.7,5,10
2016,0,3,3.3,3.4,2.54,7
2016,1,2,2,3.6,4.75,9
2016,0,2,1.93,3.7,6.32,8
2016,1,0,2.6,3.25,3.3,11
2016,0,1,3.45,3.35,2.55,9
2016,0,2,3.92,3.3,2.36,8
2016,3,1,1.64,4.45,6.5,12
2016,0,3,8.5,4.75,1.56,7
2016,0,1,1.44,5.25,9.6,9
2016,2,0,5.8,4.1,1.78,12
2016,1,1,13.45,8,1.37,10
2016,2,1,4.5,3.7,2.15,11
2016,0,2,8.4,4.4,1.66,8
2016,1,2,4.25,3.34,2.34,9
2016,1,1,4.95,3.88,1.94,10
2016,1,1,3.12,3.12,2.95,10
2016,2,3,2.15,3.54,4.4,9
2016,0,2,1.82,3.65,6,8
2016,1,1,2.95,3.72,2.59,10
2016,1,3,2.44,3.7,3.36,8
2016,1,1,1.75,4.2,5.7,10
2016,1,2,2.52,3.2,3.4,9
2016,3,1,1.37,6.56,13,12
2016,2,0,2.37,3.46,3.44,12
2016,1,1,1.57,4.75,7.8,10
2016,4,1,1.15,12.5,31,13
2016,1,1,2.47,3.4,3.44,10
2016,0,3,2.7,3.52,3.06,7
2016,3,1,9.51,5.9,1.43,12
2016,0,1,2.35,3.4,3.6,9
2016,1,1,3.85,3.8,2.2,10
2016,0,0,1.52,4.8,8.6,10
2016,1,2,3.67,4.2,2.1,9
2016,1,1,2.86,3.3,3.03,10
2016,1,0,1.71,4.1,6.5,11
2016,0,0,1.57,4.5,7.4,10
2016,0,1,3.2,3.3,2.67,9
2016,2,0,7,4.65,1.64,12
2016,2,1,1.61,4.75,8,11
2016,0,2,3.2,3.35,2.58,8
2016,3,0,1.55,4.65,7.6,13
2016,0,1,2.13,3.5,4.13,9
2016,1,1,2.12,3.9,3.66,10
2016,3,2,8.5,4.7,1.52,11
2016,0,0,5.5,3.6,1.85,10
2016,1,1,2.2,3.3,4.25,10
2016,3,0,1.87,3.78,5.8,13
2016,3,1,2.37,3.4,3.54,12
2016,2,2,1.76,3.94,5.5,10
2016,2,1,2.09,3.64,4.4,11
2016,1,0,2.19,3.4,5.1,11
2016,1,3,2.5,3.41,3.5,8
2016,1,1,2.06,3.44,4.4,10
2016,1,1,2.16,3.6,4.05,10
2016,0,0,2.2,3.85,3.7,10
2016,1,1,3.05,3.34,2.76,10
2016,1,1,2.6,3.34,3.2,10
2016,2,1,2.03,3.4,5.2,11
2016,3,0,1.9,3.5,5.35,13
2016,1,1,2.82,3.43,2.82,10
2016,1,1,3.25,3.55,2.45,10
2016,1,1,2.4,3.34,3.72,10
2016,2,0,1.15,11,33.01,12
2016,1,0,2.72,3.5,3.3,11
2016,1,2,2.21,3.35,4,9
2016,1,1,2.7,3.26,3.2,10
2016,1,0,2.38,3.5,3.54,11
2016,1,1,2.85,3.35,2.9,10
2016,4,1,1.95,3.7,4.75,13
2016,1,0,1.65,4.45,6.5,11
2016,1,0,1.94,3.8,4.54,11
2016,0,0,2.8,3.4,3.07,10
2016,1,1,1.62,4.5,6.4,10
2016,0,4,4.25,3.47,2.13,6
2016,2,2,1.12,15,35,10
2016,2,0,1.44,5.7,9.5,12
2016,0,1,2,3.48,4.7,9
2016,2,1,3.45,3.4,2.48,11
2016,0,4,3.05,3.1,3.08,6
2016,5,0,2.08,4.15,4.76,15
2016,2,1,1.42,5.7,10.5,11
2016,0,1,2.9,3.4,2.84,9
2016,1,2,2.48,3.44,3.25,9
2016,1,0,2.58,3.2,3.5,11
2016,1,1,2.7,3.4,3.1,10
2016,0,0,1.78,4,5.4,10
2016,1,1,1.53,4.6,8.98,10
2016,3,0,1.95,3.5,4.9,13
2016,5,1,1.33,6.6,15,14
2016,1,1,2.68,3.1,3.42,10
2016,2,1,1.66,4.05,7.6,11
2016,3,1,1.85,3.52,6,12
2016,4,1,1.21,9.95,19.07,13
2016,0,2,6.8,4.5,1.68,8
2016,1,0,5.7,4.65,1.77,11
2016,1,0,2.22,3.36,4,11
2016,1,1,1.46,4.9,9,10
2016,2,1,2.9,3.64,2.72,11
2016,2,2,1.52,4.8,9,10
2016,1,2,1.45,5.7,9.1,9
2016,1,1,1.58,4.71,8.6,10
2016,2,1,3.6,3.65,2.42,11
2016,1,0,2.5,3.32,3.35,11
2016,1,0,1.76,4.4,5.7,11
2016,2,1,2.32,3.8,3.37,11
2016,0,2,2.88,3.45,2.87,8
2016,0,3,9.59,4.75,1.54,7
2016,3,1,3.76,3.86,2.21,12
2016,0,0,2.32,3.34,3.75,10
2016,1,2,1.52,5,9,9
2016,1,2,2.88,3.35,2.9,9
2016,3,1,1.37,6.2,12,12
2016,1,2,2.6,3.34,3.21,9
2016,2,3,2.88,3.1,3.15,9
2016,1,0,2.1,3.7,4.22,11
2016,0,1,2.47,3.45,3.4,9
2016,1,1,2.76,3.25,3,10
2016,0,1,16,7.6,1.28,9
2016,2,0,2.12,3.48,4.4,12
2016,0,0,4.8,3.7,2,10
2016,2,3,2.22,3.82,3.76,9
2016,0,2,2.65,3.14,3.3,8
2016,0,1,5.4,3.75,1.89,9
2016,1,1,2.07,3.6,4.35,10
2016,0,0,4.05,3.86,2.05,10
2016,2,0,2.6,3.25,3.35,12
2016,2,1,6.6,4.65,1.6,11
2016,2,2,1.8,3.9,5.7,10
2016,2,3,12,4.95,1.42,9
2016,0,2,2.53,3.5,3.25,8
2016,1,3,7.5,4.53,1.69,8
2016,1,2,2.15,3.5,4.7,9
2016,2,0,2.38,3.38,3.5,12
2016,2,4,6.55,4,1.75,8
2016,3,2,1.63,4.4,6.5,11
2016,2,1,3.5,3.36,2.44,11
2016,1,0,6.4,3.8,1.96,11
2016,2,0,2.3,3.5,3.65,12
2016,2,0,1.57,4.3,8,12
2016,1,1,2.84,3.41,2.93,10
2016,3,0,3.95,3.68,2.22,13
2016,1,1,3.35,3.32,2.74,10
2016,0,1,1.84,3.69,5.4,9
2016,2,0,1.56,4.6,7.5,12
2016,0,2,3,3.42,2.84,8
2016,1,0,2.1,3.25,4.9,11
2016,0,0,2.12,3.48,4.2,10
2016,10,2,1.12,17,26,18
2016,2,0,1.5,5.1,10,12
2016,2,1,2.57,3.58,3.1,11
2016,0,0,2.45,3.52,3.78,10
2016,1,0,2.16,3.52,5.15,11
2016,0,1,3.62,3.68,2.31,9
2016,4,0,3.84,3.58,2.55,14
2016,3,0,1.58,4.8,8.65,13
2016,1,1,2.8,3.33,3.28,10
2016,2,2,1.58,4.6,7.6,10
2016,2,0,3.8,3.35,2.35,12
2016,1,0,2.22,3.88,4,11
2016,4,1,1.26,8.5,15,13
2016,1,2,3.57,3.55,2.42,9
2016,0,0,2.25,3.55,4.75,10
2016,2,1,3.8,3.45,2.5,11
2016,2,0,2.25,3.72,4.5,12
2016,0,0,2.68,3.35,3.26,10
2016,3,4,2.03,3.72,4.85,9
2016,1,0,2.32,3.4,3.94,11
2016,2,0,1.61,4.5,8.2,12
2016,0,0,4.4,4.1,1.97,10
2016,0,1,2.95,3.4,2.85,9
2016,0,1,3.5,3.24,2.73,9
2016,2,0,1.55,5,7.6,12
2016,0,0,2.77,3.34,2.94,10
2016,0,2,7.6,4.55,1.65,8
2016,4,0,1.1,22.19,46,14
2016,0,1,6,4.2,1.76,9
2016,2,0,2.04,3.54,4.8,12
2016,3,1,1.24,9.71,16.5,12
2016,4,1,2.22,3.58,4.15,13
2016,1,0,1.95,3.66,4.8,11
2016,2,0,2.4,3.3,4,12
2016,1,0,3.2,3.34,2.67,11
2016,3,1,2.6,3.36,3.25,12
2016,2,0,4.35,3.62,2.13,12
2016,0,0,19.5,8.6,1.25,10
2016,2,1,1.6,4.4,8.55,11
2016,1,2,5.3,4.15,1.78,9
2016,0,0,2.03,3.82,4.5,10
2016,1,0,1.28,7.1,22,11
2016,1,0,1.32,7.3,14,11
2016,2,1,3.04,3.16,2.87,11
2016,2,2,6.8,4.85,1.69,10
2016,2,2,1.55,5.22,9.5,10
2016,1,1,2.8,3.6,2.96,10
2016,0,3,4.3,3.6,2.13,7
2016,2,2,2.72,3.5,2.93,10
2016,1,2,2.8,3.3,3.14,9
2016,2,1,5.3,4,1.92,11
2016,0,4,2.56,3.36,3.2,6
2016,1,2,2.41,3.4,3.52,9
2016,2,3,2.49,3.21,3.76,9
2016,2,1,1.5,5,10,11
2016,3,3,3.26,3.28,2.56,10
2016,1,3,5.6,3.8,1.89,8
2016,0,0,1.53,4.6,9,10
2016,3,0,1.26,8.2,23,13
2016,2,2,1.57,4.8,8.5,10
2016,0,1,3.82,3.37,2.38,9
2016,2,1,2.29,3.36,4,11
2016,0,1,1.58,4.29,8,9
2016,2,0,1.12,12,41.52,12
2016,1,0,2.03,3.64,4.5,11
2016,2,1,3.3,3.26,2.54,11
2016,4,1,1.45,5.6,9.7,13
2016,2,1,2.52,3.5,3.32,11
2016,1,3,2.14,3.55,4.52,8
2016,1,3,2.7,3.32,3.03,8
2016,2,0,2.82,3.05,3.25,12
2016,5,0,1.22,9.6,20,15
2016,2,2,1.68,3.8,7.4,10
2016,1,1,2.2,3.55,3.94,10
2016,0,1,2.52,3.3,3.48,9
2016,4,0,1.08,24.5,57.07,14
2016,2,0,2.2,3.64,3.8,12
2016,2,2,2.05,3.4,5.2,10
2016,0,2,2.62,3.27,3.3,8
2016,0,2,4.45,3.35,2.11,8
2016,0,0,1.74,3.9,6.8,10
2016,2,1,2.6,3.2,3.34,11
2016,1,2,7.76,4.2,1.61,9
2016,2,1,2.14,3.46,4.17,11
2016,0,1,2.72,3.1,3.25,9
2016,0,1,2.3,3.5,3.6,9
2016,2,0,2.32,3.62,3.5,12
2016,2,0,1.53,4.7,8.8,12
2016,1,1,2.04,3.46,4.5,10
2016,1,1,2.78,3.3,3,10
2016,0,1,2.02,3.42,4.65,9
2016,1,5,17,7.71,1.28,6
2016,0,1,1.73,4,6,9
2016,3,3,5.1,3.84,1.88,10
2016,1,3,2.06,3.84,4.05,8
2016,1,0,3.48,3.32,2.57,11
2016,2,4,1.94,3.66,5.2,8
2016,0,1,1.88,3.8,5.1,9
2016,3,3,2.85,3.5,2.99,10
2016,3,1,2.1,3.5,4.35,12
2016,0,0,1.57,4.75,6.85,10
2016,2,0,2.07,3.6,4.15,12
2016,2,2,1.52,4.7,9.49,10
2016,2,1,2.22,3.25,4.55,11
2016,1,1,4.5,3.6,2.17,10
2016,4,0,1.47,5.3,9.5,14
2016,0,0,1.57,4.55,7.8,10
2016,3,3,1.92,4.1,5.5,10
2016,3,1,1.37,6,11.23,12
2016,2,1,1.85,3.85,5.4,11
2016,1,1,3.8,3.65,2.25,10
2016,4,3,1.58,4.45,7.6,11
2016,1,1,2.08,3.6,4.8,10
2016,3,0,1.78,3.75,6.5,13
2016,1,0,3.4,3.13,2.82,11
2016,2,4,4,3.45,2.26,8
2016,2,2,2.53,3.1,3.9,10
2016,2,1,2.55,3.5,3.4,11
2016,4,1,1.45,5.49,10,13
2016,3,0,1.98,3.7,4.85,13
2016,4,2,1.4,5.59,11,12
2016,1,0,2.48,3.13,3.8,11
2016,0,1,7,4.35,1.61,9
2016,2,2,2.35,3.3,3.9,10
2016,2,0,2.5,3.3,3.44,12
2016,1,0,2.95,3.3,2.84,11
2016,5,1,1.1,15.5,36,14
2016,0,0,3.75,3.35,2.47,10
2016,0,2,3.3,3.34,2.51,8
2016,0,4,6,3.79,1.84,6
2016,1,1,2.62,3.2,3.64,10
2016,6,0,1.23,9.04,20.13,16
2016,1,3,3.4,3.4,2.6,8
2016,0,3,8,4.15,1.72,7
2016,2,1,2.7,3.31,3.4,11
2016,0,1,2.73,3.2,3.25,9
2016,4,0,1.84,3.75,5.95,14
2016,2,2,1.64,4.6,6.6,10
2016,1,1,1.4,5.8,12.55,10
2016,2,2,4.1,3.4,2.17,10
2016,3,1,2.27,3.38,3.85,12
2016,5,1,1.85,3.7,5.4,14
2016,1,0,2.48,3.36,3.74,11
2016,1,1,2.58,3.32,3.46,10
2016,5,1,3.34,3.4,2.56,14
2016,1,0,1.98,3.45,5.13,11
2016,1,2,16,7.3,1.27,9
2016,1,3,1.47,4.9,9,8
2016,1,1,5.36,4.2,1.83,10
2016,0,0,3.32,3.54,2.42,10
2016,3,2,2.64,3.3,3.15,11
2016,5,1,1.31,7.1,20,14
2016,3,0,2,3.71,4.6,13
2016,1,2,2.28,3.44,4.45,9
2016,2,1,2.04,3.56,4.6,11
2016,2,2,3.08,3.35,2.73,10
2016,1,0,1.9,3.5,5.8,11
2016,1,3,2.15,3.61,3.84,8
2016,2,2,3.84,3.4,2.57,10
2016,1,1,2.9,3.45,2.77,10
2016,1,3,3.92,3.55,2.29,8
2016,0,0,2.21,3.48,4,10
2016,2,2,2.74,3.14,3.22,10
