id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
4753,1729,1729,2015/2016,8,3-Oct-15,1988784,9826,8659,2,0,1.83,3.6,5,1.8,3.4,4.5,1.8,3.5,4.2,1.85,3.5,4.75,1.85,3.1,5,1.85,3.5,5
21296,19694,19694,2015/2016,10,3-Oct-15,1990897,8485,8467,1,5,1.57,4,5.5,1.62,3.9,4.5,1.65,3.5,4.6,1.6,3.8,5.75,1.67,3.4,6,1.6,4.1,5.75
7804,4769,4769,2015/2016,9,3-Oct-15,1989863,9748,9837,1,0,1.62,3.75,6,1.62,3.8,5.75,1.65,3.5,5.3,1.57,3.8,6,1.65,4,5,1.62,4,6.25
21299,19694,19694,2015/2016,10,3-Oct-15,1990900,9860,8597,1,1,1.44,4.5,6.5,1.48,4.1,5.5,1.5,3.8,5.7,1.48,4.33,6.5,1.53,3.75,7,1.5,4.6,6.5
4755,1729,1729,2015/2016,8,3-Oct-15,1988786,8456,10261,6,1,1.25,7,13,1.25,6.25,11.5,1.25,5.5,10.3,1.25,6.5,13,1.25,6,13,1.22,7,15
21298,19694,19694,2015/2016,10,4-Oct-15,1990899,8429,9925,1,2,10,5.25,1.29,10,5,1.25,7.8,4.6,1.33,10,5.5,1.29,12,4.33,1.33,11.5,5.75,1.29
15709,13274,13274,2015/2016,8,4-Oct-15,1983340,8526,10235,1,2,8.5,4.75,1.36,8.25,4.75,1.33,8,4.7,1.3,7,4.75,1.4,7.5,4.33,1.36,8,5,1.4
24531,21518,21518,2015/2016,7,4-Oct-15,2030145,8581,10205,1,0,4.33,3.4,1.91,4.4,3.5,1.85,4.2,3.5,1.8,4.2,3.3,1.91,4.33,3.1,1.95,4.4,3.6,1.93
13251,10257,10257,2015/2016,7,4-Oct-15,2060391,8540,8686,2,4,4,3.5,1.95,4.1,3.5,1.95,3.8,3.45,1.9,3.9,3.4,2,4,3.1,2.05,4.2,3.5,2
13252,10257,10257,2015/2016,7,4-Oct-15,2060392,9882,8636,1,1,4,3.5,1.95,4,3.4,2,3.6,3.3,2,4,3.5,1.95,4,3.1,2.05,4.3,3.4,2
24532,21518,21518,2015/2016,7,4-Oct-15,2030146,9906,8633,1,1,3.2,3.3,2.3,3.1,3.1,2.45,2.75,3.2,2.5,3,3.25,2.3,2.9,3.1,2.5,3.13,3.4,2.45
13250,10257,10257,2015/2016,7,4-Oct-15,2060390,8564,9875,0,4,3,3.4,2.38,2.95,3.3,2.5,2.6,3.2,2.6,2.8,3.3,2.4,2.9,3.1,2.5,3.1,3.4,2.45
7803,4769,4769,2015/2016,9,4-Oct-15,1989862,8689,9827,3,2,2.6,3.2,2.8,2.6,3.1,2.75,2.5,3.1,2.8,2.5,3.1,2.75,2.7,3.1,2.7,2.63,3.3,2.9
4758,1729,1729,2015/2016,8,4-Oct-15,1988789,10003,8586,2,2,2.75,3.25,2.8,2.65,3.2,2.65,2.6,3.2,2.6,2.7,3.2,2.75,2.62,3.25,2.7,2.7,3.4,2.8
4754,1729,1729,2015/2016,8,4-Oct-15,1988785,8668,8650,1,1,2.7,3.4,2.8,2.7,3.2,2.75,2.6,3.2,2.6,2.7,3.25,2.8,2.75,2.8,2.9,2.7,3.4,2.8
7800,4769,4769,2015/2016,9,4-Oct-15,1989859,7819,9853,1,0,2.45,3.2,2.88,2.55,3.1,3,2.65,3.1,2.65,2.4,3.2,2.9,2.5,3.1,2.9,2.55,3.3,3
13253,10257,10257,2015/2016,7,4-Oct-15,2060393,8600,10233,1,1,2.5,3.1,3.1,2.5,3.1,2.9,2.4,3.2,2.85,2.5,3.2,3,2.5,3.1,2.9,2.55,3.2,3.13
13246,10257,10257,2015/2016,7,4-Oct-15,2060386,8534,7943,1,0,2.4,3.2,3.1,2.5,3.1,2.9,2.5,3.2,2.75,2.4,3.25,2.9,2.5,3.1,2.9,2.5,3.25,3.2
24534,21518,21518,2015/2016,7,4-Oct-15,2030148,8315,10267,3,1,2.3,3.3,3.2,2.3,3.4,3.2,2.3,3.3,2.9,2.3,3.2,3.1,2.4,3.1,3.1,2.38,3.4,3.25
24537,21518,21518,2015/2016,7,4-Oct-15,2030151,8370,8603,0,2,2.2,3.5,3.2,2.1,3.4,3.3,2.2,3.2,3.2,2.1,3.6,3.25,2.15,3.5,3.2,2.2,3.8,3.3
1498,1,1,2015/2016,10,4-Oct-15,1979897,9991,8342,4,1,2.1,3.5,3.25,2.15,3.4,3.25,2.2,3.3,3.1,2.1,3.5,3.3,2.1,3.4,3.1,2.15,3.5,3.3
1499,1,1,2015/2016,10,4-Oct-15,1979898,9987,9985,3,1,2.1,3.5,3.3,2.1,3.4,3.3,2.2,3.3,3.1,2.15,3.4,3.3,2,3.5,3.3,2.15,3.6,3.25
15712,13274,13274,2015/2016,8,4-Oct-15,1983343,10229,8611,3,1,2.05,3.6,3.3,2.1,3.5,3.1,2.2,3.3,2.9,2.05,3.6,3.25,2.15,3.5,2.9,2.15,3.8,3.25
15710,13274,13274,2015/2016,8,4-Oct-15,1983341,8593,8640,1,2,2,3.6,3.5,2,3.4,3.7,2,3.2,3.3,1.95,3.6,3.6,2,3.5,3.3,2,3.75,3.6
4749,1729,1729,2015/2016,8,4-Oct-15,1988780,9825,10260,3,0,2,3.8,3.8,2,3.5,3.75,2.1,3.3,3.3,2.05,3.4,3.8,1.95,3.6,3.75,2.05,3.7,3.8
7805,4769,4769,2015/2016,9,4-Oct-15,1989864,9829,9851,1,1,1.85,3.4,4.75,1.91,3.4,4.25,1.9,3.25,4.1,1.83,3.25,4.5,1.91,3.2,4.33,1.87,3.5,4.8
10240,7809,7809,2015/2016,8,4-Oct-15,2002156,10189,8722,0,3,1.73,3.8,4.8,1.75,3.7,4.75,1.8,3.5,4.2,1.73,3.8,4.5,1.8,3.2,5,1.73,4,4.75
15711,13274,13274,2015/2016,8,4-Oct-15,1983342,8277,8674,5,0,1.53,4.33,5.5,1.53,4.1,5.5,1.6,3.6,4.8,1.55,4,5.75,1.53,4.2,5,1.57,4.33,6
13247,10257,10257,2015/2016,7,4-Oct-15,2060387,8535,8524,3,0,1.67,3.6,5.75,1.67,3.8,4.75,1.6,3.7,5.4,1.62,3.6,5.75,1.67,3.3,6,1.62,3.9,6.5
19669,17642,17642,2015/2016,7,4-Oct-15,2015865,10264,158085,0,0,1.53,4,6,1.48,3.9,6.75,1.55,3.7,5.4,1.55,3.8,6.5,1.55,3.6,6,1.55,4,7
1497,1,1,2015/2016,10,4-Oct-15,1979896,8635,8203,1,1,1.44,4.75,6,1.44,4.4,6.75,1.4,4.4,7.3,1.44,4.33,7,1.4,4.33,7,1.44,4.6,7
10239,7809,7809,2015/2016,8,4-Oct-15,2002155,9823,9789,5,1,1.5,4.33,6.5,1.53,4.4,6.5,1.6,4,5.5,1.5,4.2,6,1.5,4.4,6,1.53,4.5,6
10241,7809,7809,2015/2016,8,4-Oct-15,2002157,8178,8406,1,1,1.4,4.75,8,1.4,4.75,8,1.4,4.4,7.3,1.36,4.5,8.5,1.4,4.2,9,1.4,5,8
7806,4769,4769,2015/2016,9,4-Oct-15,1989866,9847,8592,2,1,1.33,5,10,1.37,5,10,1.4,4.3,7.5,1.36,4.75,9,1.4,4.2,9,1.36,5.2,10
19674,17642,17642,2015/2016,7,4-Oct-15,2015870,9768,7844,5,1,1.29,5.5,10,1.26,5.25,10.5,1.3,4.8,8.5,1.29,5.25,11,1.3,4.75,9,1.25,5.75,13
13249,10257,10257,2015/2016,7,4-Oct-15,2060389,8543,9891,2,0,1.29,5.5,11,1.3,5,9.75,1.3,5,9,1.3,5,10,1.33,4.33,12,1.3,5.5,13
13248,10257,10257,2015/2016,7,4-Oct-15,2060388,9885,9857,3,1,1.22,6,16,1.25,6,12,1.25,5.5,10.3,1.22,6,17,1.25,5.5,13,1.22,6.25,19
19670,17642,17642,2015/2016,7,4-Oct-15,2015866,9773,9807,4,0,1.14,7,21,1.16,6,19.5,1.17,5.8,13,1.17,7,21,1.18,6,13,1.15,7.5,26
10256,7809,7809,2015/2016,9,16-Oct-15,2002172,9905,9789,0,2,5.75,4.75,1.5,5.5,4.6,1.53,5.5,4,1.55,6,4.5,1.48,6,4.4,1.5,5.75,4.75,1.53
1509,1,1,2015/2016,11,16-Oct-15,1979908,274581,9991,1,2,5.75,3.8,1.6,5.75,4,1.55,6.1,4,1.5,5,3.8,1.62,5.5,3.8,1.55,5.4,4.1,1.62
21306,19694,19694,2015/2016,11,16-Oct-15,1990907,8649,8485,2,0,3.8,3.5,1.95,3.6,3.3,1.91,3.7,3.3,1.9,4,3.5,1.95,3.8,3.4,2,4,3.6,2
7443,4769,4769,2015/2016,10,16-Oct-15,1989872,9829,9748,1,1,2.55,3.2,2.9,2.65,3,3.05,2.4,3.1,2.95,2.5,3,2.88,2.45,3.25,2.9,2.63,3.25,3
10253,7809,7809,2015/2016,9,17-Oct-15,2002169,8697,9823,0,1,17,7,1.18,12,7,1.22,13,5.8,1.2,12,6.5,1.22,13,6,1.22,13,7.5,1.2
21305,19694,19694,2015/2016,11,17-Oct-15,1990906,9927,9925,0,1,9.5,5.5,1.29,8.5,5,1.28,8.5,4.8,1.3,11,5.75,1.25,11,5,1.3,11.5,6.25,1.25
7439,4769,4769,2015/2016,10,17-Oct-15,1989868,7794,9847,0,2,10,5,1.33,9.5,4.75,1.33,7.5,4.6,1.37,10,4.75,1.33,8,4.5,1.4,11,5.5,1.33
4767,1729,1729,2015/2016,9,17-Oct-15,1988798,9817,9825,0,3,6,4.2,1.62,5,4.1,1.6,5,3.9,1.6,6,4,1.62,6,3.6,1.62,6.25,4.2,1.6
10250,7809,7809,2015/2016,9,17-Oct-15,2002166,9790,8178,0,0,4.75,3.5,1.8,4.6,3.6,1.8,4.2,3.5,1.8,4.5,3.6,1.75,4.5,3.4,1.85,4.6,3.5,1.85
15715,13274,13274,2015/2016,9,17-Oct-15,1983346,9791,8593,0,2,4,3.75,1.83,3.9,3.5,1.85,3.8,3.5,1.8,4,3.8,1.8,3.75,3.6,1.83,4.1,3.9,1.83
21304,19694,19694,2015/2016,11,17-Oct-15,1990905,8597,8066,2,0,4,3.6,1.85,3.75,3.4,1.87,3.8,3.4,1.85,3.8,3.5,1.95,4,3.4,1.95,4.1,3.7,1.91
1512,1,1,2015/2016,11,17-Oct-15,1979911,8475,9987,0,1,3.5,3.6,2,3.6,3.6,1.95,3.6,3.3,2,3.6,3.6,1.95,3.4,3.4,2,3.7,3.7,1.95
24539,21518,21518,2015/2016,8,17-Oct-15,2030153,8372,8302,1,1,3.6,3.4,2.1,3.4,3.3,2.2,3.2,3.2,2.2,3.5,3.3,2.05,3.5,3.1,2.2,3.6,3.5,2.2
15713,13274,13274,2015/2016,9,17-Oct-15,1983344,7788,10229,1,1,3,3.5,2.25,2.9,3.4,2.25,2.7,3.3,2.3,2.8,3.5,2.3,2.7,3.5,2.3,2.88,3.7,2.3
4761,1729,1729,2015/2016,9,17-Oct-15,1988792,8668,10260,0,3,3.25,3.4,2.38,3,3.3,2.4,2.9,3.3,2.3,3.25,3.25,2.38,3.2,3,2.4,3.2,3.3,2.45
10254,7809,7809,2015/2016,9,17-Oct-15,2002170,9810,9788,1,5,2.45,3.4,2.88,2.5,3.3,2.7,2.55,3.4,2.55,2.3,3.4,2.9,2.5,3.2,2.9,2.3,3.6,3.1
7441,4769,4769,2015/2016,10,17-Oct-15,1989870,9747,8639,1,1,2.6,3.1,2.9,2.7,3,2.8,2.6,3.1,2.7,2.62,2.9,2.88,2.7,3,2.8,2.75,3,3
7445,4769,4769,2015/2016,10,17-Oct-15,1989874,9837,7819,0,1,2.5,3.2,2.9,2.5,3.1,2.9,2.3,3.1,3.1,2.5,3.1,2.8,2.5,3.2,3,2.55,3.3,3
4766,1729,1729,2015/2016,9,17-Oct-15,1988797,8586,8650,0,0,2.5,3.5,3,2.5,3.2,2.95,2.5,3.2,2.75,2.4,3.4,2.88,2.5,3.3,3,2.45,3.5,3
13263,10257,10257,2015/2016,8,17-Oct-15,2060413,9804,8564,1,1,2.35,3.2,3.2,2.4,3.3,3.1,2.3,3.3,2.9,2.3,3.2,3.1,2.4,3.1,3.1,2.38,3.2,3.4
21303,19694,19694,2015/2016,11,17-Oct-15,1990904,8429,8284,1,1,2.15,3.5,3.25,2.2,3.3,2.9,2.2,3.2,3,2.1,3.5,3.25,2.25,3.25,3.25,2.2,3.6,3.3
21307,19694,19694,2015/2016,11,17-Oct-15,1990908,8467,8426,1,2,2,3.3,3.75,2,3.2,3.5,2,3.3,3.3,2.05,3.4,3.5,2.15,3.2,3.6,2.1,3.5,3.6
7448,4769,4769,2015/2016,10,17-Oct-15,1989877,9941,8121,1,2,2.05,3.3,3.8,2.1,3.2,3.5,2,3.2,3.75,2.05,3.25,3.6,2.15,3.1,3.6,2.1,3.3,4.1
24547,21518,21518,2015/2016,8,17-Oct-15,2030161,8603,8558,1,3,2,3.3,4,2.1,3.2,3.6,2,3.3,3.6,2,3.25,3.8,2.1,3.2,3.75,2.05,3.5,4
4760,1729,1729,2015/2016,9,17-Oct-15,1988791,9826,8654,1,3,2,3.6,4,2,3.5,3.5,1.9,3.45,3.8,2,3.6,3.75,2.05,3.3,3.75,2.05,3.5,4
7444,4769,4769,2015/2016,10,17-Oct-15,1989873,9830,10242,3,0,1.95,3.3,4.2,1.95,3.2,4.1,1.9,3.3,4,1.85,3.2,4.5,1.91,3.2,4.5,1.95,3.3,4.8
4768,1729,1729,2015/2016,9,17-Oct-15,1988799,8659,8472,1,0,2.05,3.4,4.2,2.05,3.25,3.6,1.85,3.45,4,2.05,3.25,4.2,2.1,3,4,2.05,3.3,4.2
1507,1,1,2015/2016,11,17-Oct-15,1979906,8203,9997,3,0,1.83,3.6,4.2,1.87,3.4,4.1,1.8,3.5,4.2,1.83,3.4,4.33,1.85,3.5,3.8,1.85,3.7,4.2
15714,13274,13274,2015/2016,9,17-Oct-15,1983345,8674,8525,2,1,1.8,3.5,4.5,1.8,3.5,4.2,1.75,3.3,4.2,1.8,3.6,4.2,1.8,3.5,4,1.8,3.9,4.2
1510,1,1,2015/2016,11,17-Oct-15,1979909,9994,1773,1,2,1.8,3.5,4.5,1.8,3.6,4.25,1.8,3.5,4.2,1.8,3.6,4.2,1.8,3.5,4,1.8,3.8,4.33
10252,7809,7809,2015/2016,9,17-Oct-15,2002168,8406,8262,0,2,1.8,3.5,4.75,1.85,3.5,4.1,1.85,3.45,4,1.8,3.4,4.5,1.85,3.4,4.5,1.8,3.75,4.6
10248,7809,7809,2015/2016,9,17-Oct-15,2002164,10189,8177,2,1,1.75,3.75,4.75,1.8,3.75,4.4,1.75,3.5,4.5,1.75,3.6,4.5,1.83,3.4,4.5,1.8,3.9,4.4
4764,1729,1729,2015/2016,9,17-Oct-15,1988795,8466,8197,2,2,1.75,4,5,1.75,3.7,4.4,1.8,3.5,4.2,1.75,3.75,5,1.8,3.25,5,1.75,3.9,5
10249,7809,7809,2015/2016,9,17-Oct-15,2002165,8721,8226,4,2,1.62,4.33,5,1.65,4,5.25,1.65,3.6,5.1,1.62,4,5,1.67,3.6,5.5,1.65,4.4,5
15716,13274,13274,2015/2016,9,17-Oct-15,1983347,9908,9803,1,1,1.6,4,5.25,1.62,3.9,4.75,1.6,3.9,4.5,1.6,4,5.25,1.67,3.8,4.4,1.62,4.2,5.2
24544,21518,21518,2015/2016,8,17-Oct-15,2030158,10267,9864,3,0,1.62,3.75,6,1.65,3.8,5.5,1.6,3.7,5.4,1.62,3.8,5.5,1.67,3.4,6,1.62,4.1,6.25
7447,4769,4769,2015/2016,10,17-Oct-15,1989876,9853,6391,2,0,1.5,3.8,8,1.5,3.8,7,1.5,3.9,6.3,1.5,3.8,7.5,1.53,3.6,8,1.5,4.2,8.5
1506,1,1,2015/2016,11,17-Oct-15,1979905,9985,10001,1,2,1.4,4.5,8,1.4,4.75,7,1.4,4.4,7.3,1.36,4.5,8,1.44,4.33,6,1.36,5,8
13261,10257,10257,2015/2016,8,17-Oct-15,2060411,8686,8534,3,1,1.4,4.75,8,1.4,4.5,7.75,1.4,4.4,7.3,1.4,4.5,8,1.4,4.5,8,1.4,4.8,9.5
4759,1729,1729,2015/2016,9,17-Oct-15,1988790,8455,10252,2,0,1.33,5.75,10,1.33,5,8.5,1.35,4.8,7.6,1.36,5,10,1.36,4.8,8.5,1.33,5.5,10.5
4762,1729,1729,2015/2016,9,17-Oct-15,1988793,8456,8678,5,1,1.33,5.75,10,1.33,5.25,8,1.3,5,9,1.33,5.5,10,1.36,4.8,8.5,1.33,5.5,10.5
15717,13274,13274,2015/2016,9,17-Oct-15,1983348,8640,10218,1,1,1.18,7,13,1.17,7,12.5,1.15,6.5,13,1.2,7,13,1.18,6.5,11,1.18,7.5,15
24538,21518,21518,2015/2016,8,17-Oct-15,2030152,8634,8370,5,2,1.14,9,15,1.17,8.25,13.5,1.17,6.5,14,1.14,8.5,17,1.17,7,17,1.15,9.5,19
24542,21518,21518,2015/2016,8,17-Oct-15,2030156,8633,8581,3,0,1.08,12,23,1.1,10.5,23,1.07,9.5,22,1.1,10,26,1.1,9,26,1.08,13,34
1508,1,1,2015/2016,11,18-Oct-15,1979907,10000,8635,0,4,4.5,3.3,1.85,3.75,3.75,1.87,4,3.45,1.85,4,3.6,1.85,3.8,3.5,1.85,4.1,3.7,1.87
15719,13274,13274,2015/2016,9,18-Oct-15,1983350,10228,10235,2,5,4.2,3.5,1.85,3.75,3.5,1.9,3.5,3.4,1.9,3.8,3.6,1.85,3.5,3.6,1.91,3.9,3.8,1.9
24543,21518,21518,2015/2016,8,18-Oct-15,2030157,8560,9906,0,2,4,3.2,2.05,3.7,3.25,2.1,3.3,3.3,2.1,4,3.1,2,4.2,3,2.05,4.3,3.3,2.05
15721,13274,13274,2015/2016,9,18-Oct-15,1983352,6413,8277,1,5,2.9,3.5,2.3,2.75,3.5,2.3,2.9,3.3,2.2,2.9,3.5,2.25,2.75,3.4,2.3,3,3.6,2.3
13256,10257,10257,2015/2016,8,18-Oct-15,2060406,9891,9882,2,0,3.1,3.2,2.4,2.9,3.25,2.4,2.9,3.3,2.3,2.9,3.3,2.38,3.1,3.1,2.4,3.2,3.25,2.45
13262,10257,10257,2015/2016,8,18-Oct-15,2060412,7943,8543,2,1,3,3.2,2.45,2.8,3.1,2.55,3,3.2,2.3,2.9,3.25,2.4,3,3.1,2.5,3.2,3.25,2.4
21302,19694,19694,2015/2016,11,18-Oct-15,1990903,9938,9860,0,1,2.75,3.4,2.45,2.75,3.3,2.3,2.7,3.2,2.4,2.62,3.5,2.4,2.8,3.3,2.5,2.7,3.7,2.5
24545,21518,21518,2015/2016,8,18-Oct-15,2030159,9783,8315,2,2,2.7,3.1,2.8,2.75,2.95,2.9,2.6,3.2,2.6,2.62,3,2.75,2.7,3,2.8,2.7,3.25,2.88
13259,10257,10257,2015/2016,8,18-Oct-15,2060409,8636,9885,0,0,2.63,3.2,2.8,2.7,3.1,2.8,2.6,3.2,2.6,2.62,3.1,2.7,2.7,3,2.8,2.8,3.13,2.88
4763,1729,1729,2015/2016,9,18-Oct-15,1988794,10261,9850,6,2,2.6,3.4,2.88,2.6,3.3,2.6,2.5,3.3,2.65,2.62,3.4,2.8,2.62,3.1,2.8,2.6,3.4,2.88
13255,10257,10257,2015/2016,8,18-Oct-15,2060405,9857,8540,0,1,2.5,3.2,3,2.65,2.95,2.8,2.5,3.2,2.75,2.5,3.1,2.8,2.62,3,2.9,2.7,3.1,3
1511,1,1,2015/2016,11,18-Oct-15,1979910,8571,9986,2,0,2.2,3.5,3.1,2.25,3.3,3.1,2.2,3.3,3.1,2.3,3.25,3,2.3,3.1,3,2.3,3.4,3.1
13258,10257,10257,2015/2016,8,18-Oct-15,2060408,9876,8600,1,1,2.3,3.3,3.2,2.35,3.2,3,2.3,3.3,2.9,2.3,3.2,3.1,2.4,3.1,3.1,2.38,3.25,3.4
24540,21518,21518,2015/2016,8,18-Oct-15,2030154,8305,8306,4,0,2.15,3.2,3.6,2.15,3.1,3.6,2.1,3.3,3.3,2.1,3.1,3.6,2.2,3.1,3.5,2.2,3.3,3.75
15718,13274,13274,2015/2016,9,18-Oct-15,1983349,8611,8464,1,0,1.95,3.6,3.6,1.91,3.6,3.6,1.8,3.4,3.9,1.91,3.6,3.6,1.83,3.6,3.75,1.95,3.75,3.75
7446,4769,4769,2015/2016,10,18-Oct-15,1989875,9851,9831,1,4,2.1,3.25,3.75,2.2,3.1,3.4,2.1,3.15,3.45,2.1,3.25,3.6,2.15,3.2,3.6,2.15,3.4,3.75
24541,21518,21518,2015/2016,8,18-Oct-15,2030155,10205,9910,1,2,2,3.5,3.75,2.05,3.4,3.5,2,3.3,3.6,2,3.4,3.6,2.1,3.2,3.75,2.05,3.7,3.75
13257,10257,10257,2015/2016,8,18-Oct-15,2060407,10233,8533,3,2,2.05,3.3,3.8,2.1,3.2,3.5,2,3.3,3.6,2,3.1,4,2.05,3,4.2,2,3.25,4.5
10255,7809,7809,2015/2016,9,18-Oct-15,2002171,8722,9904,0,1,1.95,3.5,4,1.95,3.4,3.8,1.8,3.5,4.2,1.85,3.4,4,2,3.2,4,1.93,3.6,4.1
10251,7809,7809,2015/2016,9,18-Oct-15,2002167,10269,8234,1,0,1.8,3.75,4.33,1.83,3.6,4.1,1.8,3.5,4.2,1.75,3.75,4.5,1.83,3.4,4.5,1.75,3.9,4.6
7440,4769,4769,2015/2016,10,18-Oct-15,1989869,9827,10249,0,0,1.75,3.6,5,1.83,3.3,4.5,1.8,3.4,4.35,1.75,3.4,4.75,1.85,3.4,4.5,1.8,3.6,5.2
13254,10257,10257,2015/2016,8,18-Oct-15,2060404,8524,208931,3,0,1.75,3.6,5,1.8,3.4,5,1.8,3.5,4.2,1.75,3.4,4.75,1.8,3.3,5,1.8,3.5,5.5
13260,10257,10257,2015/2016,8,18-Oct-15,2060410,9875,8535,2,1,1.73,3.75,5,1.75,3.7,4.75,1.75,3.5,4.5,1.7,3.6,4.75,1.75,3.5,5,1.75,3.75,5.4
15720,13274,13274,2015/2016,9,18-Oct-15,1983351,10217,8526,1,1,1.55,4.2,5.5,1.53,4.1,5.5,1.55,4,4.7,1.55,4,5.75,1.55,3.8,5.5,1.55,4.33,5.75
7442,4769,4769,2015/2016,10,18-Oct-15,1989871,8592,8689,1,1,1.57,4,6,1.6,3.8,5.5,1.6,3.6,5.6,1.55,4,6,1.62,3.6,6,1.57,4.3,6.5
1505,1,1,2015/2016,11,18-Oct-15,1979904,8342,8573,1,0,1.53,3.8,6.5,1.5,4.2,6,1.5,4,6.1,1.55,4,5.5,1.53,4.2,5,1.53,4.4,5.75
24546,21518,21518,2015/2016,8,19-Oct-15,2030160,9869,7878,3,3,2,3.2,4.2,2.05,3.2,3.7,2.1,3.1,3.5,1.95,3.25,4,2.05,3.1,4,2,3.4,4.33
4765,1729,1729,2015/2016,9,19-Oct-15,1988796,10003,10194,0,1,2.05,3.4,4.2,2.05,3.2,3.75,2,3.3,3.6,2.05,3.4,4,2.05,3.1,4,2.05,3.4,4.1
15425,13274,13274,2015/2016,10,23-Oct-15,1983353,6413,9908,1,2,2.25,3.5,3,2.1,3.4,3.2,2.2,3.4,2.8,2.3,3.5,2.9,2.15,3.6,2.9,2.38,3.6,2.9
24557,21518,21518,2015/2016,9,23-Oct-15,2030171,8370,8558,3,0,2.2,3.4,3.2,2.25,3.5,3.2,2.3,3.3,2.9,2.1,3.4,3.3,2.2,3.4,3.2,2.2,3.6,3.5
9965,7809,7809,2015/2016,10,23-Oct-15,2002178,8226,9790,0,1,2.1,3.6,3.4,2.05,3.5,3.4,2.1,3.3,3.3,2,3.4,3.6,2.05,3.6,3.4,2.1,3.6,3.5
19682,17642,17642,2015/2016,8,23-Oct-15,2015878,10214,8613,0,0,1.91,3.25,4.33,1.78,3.25,4.75,1.8,3.4,4,1.85,3.2,4.5,1.83,3.1,4.5,1.9,3.3,4.75
7451,4769,4769,2015/2016,11,23-Oct-15,1989880,7819,9830,0,2,1.91,3.3,4.5,1.95,3.25,4.1,2,3.2,3.75,1.91,3.1,4.33,2,3.1,4.2,1.95,3.3,4.75
7455,4769,4769,2015/2016,11,23-Oct-15,1989884,9748,9941,3,0,1.73,3.6,5.25,1.75,3.6,5,1.65,3.5,5.3,1.75,3.5,4.75,1.73,3.6,4.8,1.75,3.8,5.2
1515,1,1,2015/2016,12,23-Oct-15,1979914,9987,274581,0,4,1.44,4.5,6.5,1.5,4.25,6,1.5,4,6.1,1.5,4.2,6,1.5,4.2,5.5,1.5,4.4,6.5
15428,13274,13274,2015/2016,10,24-Oct-15,1983356,8611,8640,1,3,4.2,4,1.73,4,4,1.72,3.9,3.6,1.75,4,4,1.75,4.2,3.8,1.7,4.1,4,1.8
9968,7809,7809,2015/2016,10,24-Oct-15,2002181,8262,8721,0,1,4.75,3.75,1.75,4.33,3.6,1.85,3.8,3.45,1.9,4.33,3.6,1.8,4.5,3.4,1.83,4.33,3.8,1.83
24551,21518,21518,2015/2016,9,24-Oct-15,2030165,9910,8633,1,3,3.8,3.8,1.91,3.9,3.9,1.95,3.8,3.6,1.85,3.6,3.8,1.85,3.75,3.5,1.95,3.9,4,1.93
4408,1729,1729,2015/2016,10,24-Oct-15,1988809,8654,8455,2,1,4,3.8,1.95,3.6,3.7,2,3.8,3.45,1.9,3.75,3.6,2,4,3.2,2,3.9,3.7,2
13271,10257,10257,2015/2016,9,24-Oct-15,2060431,8540,8636,1,1,4,3.3,2,3.9,3.4,2.05,3.6,3.3,2,3.6,3.3,2.05,3.75,3.1,2.1,4,3.4,2.1
7452,4769,4769,2015/2016,11,24-Oct-15,1989881,6391,9831,3,1,3.4,3.3,2.2,3.7,3.3,2.15,3.2,3.2,2.2,3.5,3.25,2.1,3.5,3.1,2.2,3.7,3.3,2.2
15427,13274,13274,2015/2016,10,24-Oct-15,1983355,8526,9791,0,1,3,3.6,2.2,3.25,3.5,2.05,3.4,3.5,1.9,3,3.6,2.15,3.25,3.75,1.95,3.1,3.8,2.15
1519,1,1,2015/2016,12,24-Oct-15,1979918,10001,9994,1,2,2.88,3.5,2.3,2.75,3.4,2.4,2.75,3.3,2.4,2.8,3.3,2.4,2.75,3.3,2.38,2.8,3.5,2.45
4400,1729,1729,2015/2016,10,24-Oct-15,1988801,10252,10003,1,2,3,3.3,2.6,2.7,3.2,2.6,2.75,3.2,2.5,2.9,3.1,2.62,3,2.9,2.62,3,3.25,2.63
9964,7809,7809,2015/2016,10,24-Oct-15,2002177,9904,9810,1,2,2.5,3.4,2.8,2.5,3.3,2.7,2.4,3.3,2.75,2.4,3.3,2.75,2.6,3.1,2.8,2.5,3.6,2.75
21313,19694,19694,2015/2016,12,24-Oct-15,1990914,8426,8429,1,1,2.3,3.5,2.88,2.3,3.2,2.8,2.3,3.2,2.8,2.3,3.3,2.9,2.5,3.1,2.9,2.38,3.5,3
21312,19694,19694,2015/2016,12,24-Oct-15,1990913,8066,8467,0,1,2.38,3.2,3,2.15,3.3,3,2.3,3.2,2.8,2.3,3.3,2.9,2.5,3.1,2.9,2.4,3.4,3
9967,7809,7809,2015/2016,10,24-Oct-15,2002180,8234,8177,0,1,2.4,3.2,3.1,2.5,3.2,2.8,2.5,3.1,2.8,2.4,3.1,3,2.5,3.1,2.9,2.5,3.3,3
13266,10257,10257,2015/2016,9,24-Oct-15,2060426,8534,10233,2,0,2.4,3.2,3.1,2.5,2.95,3,2.3,3.2,3,2.4,3,3.1,2.5,3.1,2.9,2.5,3.1,3.3
